CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
5634,Female,33,10634,70,Executive,6,3
5635,Female,57,10635,10,Healthcare,2,6
5636,Female,43,10636,66,Healthcare,0,1
5637,Female,26,10637,97,Entertainment,0,5
5638,Female,59,10638,8,Doctor,0,7
5639,Female,61,10639,58,Artist,0,5
5640,Female,59,10640,14,Marketing,3,4
5641,Male,66,10641,19,,7,7
5642,Male,26,10642,13,Healthcare,0,7
5643,Female,67,10643,51,Healthcare,0,5
5644,Female,85,10644,35,Artist,0,2
5645,Female,76,10645,33,Doctor,0,7
5646,Female,57,10646,22,Artist,0,1
5647,Female,77,10647,77,Lawyer,8,5
5648,Female,66,10648,94,Healthcare,1,2
5649,Female,49,10649,80,Lawyer,1,6
5650,Female,36,10650,40,Doctor,1,4
5651,Male,74,10651,83,Entertainment,0,7
5652,Female,16,10652,86,Artist,6,3
5653,Male,27,10653,15,Executive,1,6
5654,Female,3,10654,98,Executive,0,3
5655,Male,31,10655,94,Marketing,1,3
5656,Female,30,10656,28,Executive,1,1
5657,Male,94,10657,81,Artist,0,6
5658,Female,31,10658,38,Artist,1,6
5659,Male,49,10659,53,Artist,0,3
5660,Male,49,10660,48,Executive,6,5
5661,Male,53,10661,52,Doctor,7,7
5662,Female,3,10662,95,Healthcare,2,7
5663,Female,91,10663,37,Doctor,4,1
5664,Male,26,10664,6,Marketing,9,7
5665,Male,28,10665,64,,8,1
5666,Female,92,10666,72,Entertainment,1,4
5667,Female,59,10667,70,Artist,0,7
5668,Male,15,10668,58,Artist,0,6
5669,Female,23,10669,84,Engineer,1,7
5670,Male,54,10670,100,Marketing,3,3
5671,Female,93,10671,49,Artist,1,3
5672,Female,65,10672,45,Doctor,1,1
5673,Female,13,10673,88,Lawyer,1,5
5674,Male,71,10674,45,Doctor,0,6
5675,Male,1,10675,59,Artist,8,4
5676,Female,57,10676,94,Artist,1,1
5677,Male,14,10677,79,Entertainment,1,2
5678,Female,77,10678,33,Healthcare,1,2
5679,Female,89,10679,33,Doctor,1,7
5680,Male,17,10680,100,Artist,1,4
5681,Male,86,10681,69,Entertainment,1,3
5682,Male,42,10682,37,Executive,4,4
5683,Female,29,10683,95,Entertainment,0,4
5684,Female,54,10684,35,Artist,0,2
5685,Male,96,10685,49,Artist,12,5
5686,Female,58,10686,12,Healthcare,0,3
5687,Female,52,10687,46,Engineer,0,1
5688,Female,3,10688,57,Healthcare,0,1
5689,Female,13,10689,66,Healthcare,4,7
5690,Female,3,10690,68,Healthcare,1,2
5691,Male,89,10691,22,Doctor,0,3
5692,Male,83,10692,2,Entertainment,0,5
5693,Female,80,10693,78,Lawyer,10,4
5694,Female,74,10694,87,Entertainment,1,4
5695,Male,42,10695,3,Healthcare,0,5
5696,Female,91,10696,33,Artist,8,3
5697,Female,31,10697,71,Executive,9,2
5698,Male,8,10698,84,Artist,1,1
5699,Male,64,10699,65,Executive,0,5
5700,Female,41,10700,27,Healthcare,8,7
5701,Female,62,10701,93,Artist,0,1
5702,Male,41,10702,26,Healthcare,7,7
5703,Male,22,10703,40,,5,7
5704,Male,5,10704,89,Entertainment,7,7
5705,Female,38,10705,2,Artist,6,1
5706,Female,88,10706,7,Engineer,0,5
5707,Male,56,10707,100,Artist,6,6
5708,Male,47,10708,8,Executive,0,4
5709,Male,4,10709,93,Homemaker,2,1
5710,Male,82,10710,76,Entertainment,9,7
5711,Female,31,10711,71,Lawyer,1,2
5712,Female,69,10712,83,Healthcare,1,6
5713,Male,62,10713,75,Doctor,1,1
5714,Female,54,10714,10,Artist,0,2
5715,Female,60,10715,49,Marketing,1,2
5716,Female,31,10716,32,Artist,1,7
5717,Female,17,10717,62,Healthcare,6,4
5718,Female,15,10718,34,Healthcare,9,7
5719,Female,37,10719,21,Healthcare,7,6
5720,Male,36,10720,37,Executive,0,3
5721,Female,27,10721,20,Entertainment,0,4
5722,Female,11,10722,21,Engineer,7,4
5723,Male,83,10723,50,Entertainment,8,5
5724,Female,71,10724,43,Marketing,2,1
5725,Female,20,10725,79,Doctor,0,1
5726,Male,3,10726,1,Executive,1,6
5727,Male,52,10727,4,Engineer,0,1
5728,Male,75,10728,61,Healthcare,1,2
5729,Male,36,10729,42,Artist,0,2
5730,Male,60,10730,69,Entertainment,7,1
5731,Male,8,10731,71,Healthcare,1,3
5732,Female,9,10732,86,Artist,1,2
5733,Female,41,10733,52,Entertainment,0,6
5734,Male,38,10734,11,Healthcare,7,4
5735,Female,69,10735,27,Executive,1,6
5736,Female,33,10736,53,Executive,5,5
5737,Male,64,10737,6,Healthcare,3,3
5738,Male,19,10738,49,Engineer,1,1
5739,Female,88,10739,74,Artist,0,3
5740,Female,91,10740,59,Engineer,9,3
5741,Male,84,10741,27,Engineer,2,1
5742,Female,43,10742,56,Entertainment,4,1
5743,Female,30,10743,49,Engineer,1,4
5744,Male,16,10744,69,Healthcare,1,4
5745,Male,89,10745,27,Entertainment,0,7
5746,Male,5,10746,37,Artist,1,3
5747,Female,54,10747,10,Entertainment,0,3
5748,Female,41,10748,28,Artist,4,5
5749,Male,80,10749,97,Artist,6,6
5750,Male,37,10750,3,Healthcare,10,1
5751,Male,87,10751,31,Healthcare,0,7
5752,Female,50,10752,85,Entertainment,1,4
5753,Female,14,10753,46,Lawyer,0,6
5754,Female,17,10754,3,Marketing,1,1
5755,Female,98,10755,55,Artist,1,6
5756,Male,3,10756,53,Engineer,8,3
5757,Female,83,10757,26,Engineer,1,5
5758,Male,13,10758,36,Artist,6,6
5759,Female,46,10759,64,Entertainment,8,6
5760,Female,25,10760,17,Healthcare,4,6
5761,Female,4,10761,49,Artist,7,5
5762,Male,64,10762,67,Lawyer,0,2
5763,Female,84,10763,71,Doctor,1,4
5764,Male,12,10764,90,Artist,0,2
5765,Female,56,10765,78,Engineer,0,2
5766,Male,58,10766,60,Entertainment,8,1
5767,Female,0,10767,22,Marketing,1,7
5768,Female,25,10768,84,Engineer,1,3
5769,Male,28,10769,25,Healthcare,9,6
5770,Male,78,10770,29,Engineer,0,5
5771,Male,56,10771,57,Entertainment,6,3
5772,Male,91,10772,54,Artist,0,2
5773,Male,77,10773,84,Entertainment,0,7
5774,Female,83,10774,38,Artist,3,7
5775,Female,64,10775,39,Artist,9,2
5776,Male,19,10776,73,Entertainment,0,6
5777,Male,94,10777,52,Engineer,10,2
5778,Male,19,10778,35,Marketing,1,2
5779,Male,84,10779,25,Entertainment,1,7
5780,Female,10,10780,10,Healthcare,2,3
5781,Female,19,10781,70,Artist,0,1
5782,Male,74,10782,29,Engineer,7,4
5783,Female,95,10783,42,Artist,1,2
5784,Female,34,10784,93,Homemaker,1,4
5785,Male,30,10785,7,Artist,2,6
5786,Female,53,10786,24,Entertainment,2,6
5787,Male,67,10787,2,Artist,1,6
5788,Female,23,10788,23,Homemaker,9,6
5789,Female,25,10789,79,Entertainment,1,2
5790,Female,84,10790,11,Lawyer,1,4
5791,Female,1,10791,17,Artist,1,7
5792,Male,70,10792,42,Entertainment,4,4
5793,Female,56,10793,17,Healthcare,7,2
5794,Female,0,10794,86,Lawyer,1,7
5795,Female,91,10795,29,Doctor,9,1
5796,Female,81,10796,29,Entertainment,3,5
5797,Male,33,10797,77,Executive,0,1
5798,Male,75,10798,13,Artist,1,4
5799,Male,11,10799,84,Executive,1,2
5800,Female,61,10800,50,Artist,0,3
5801,Male,81,10801,36,,5,7
5802,Female,62,10802,78,Marketing,0,4
5803,Female,44,10803,32,Artist,4,5
5804,Female,67,10804,92,Healthcare,8,4
5805,Female,30,10805,69,Healthcare,0,3
5806,Female,92,10806,26,Artist,1,1
5807,Male,25,10807,84,Entertainment,1,7
5808,Female,61,10808,51,Healthcare,0,4
5809,Female,72,10809,57,Executive,0,7
5810,Female,89,10810,52,Artist,1,6
5811,Female,37,10811,44,Executive,0,2
5812,Male,59,10812,51,Executive,8,7
5813,Male,41,10813,36,Entertainment,1,3
5814,Male,60,10814,37,Doctor,1,2
5815,Female,81,10815,73,Entertainment,1,6
5816,Male,85,10816,42,Homemaker,8,2
5817,Female,91,10817,71,,0,7
5818,Female,65,10818,12,Doctor,6,4
5819,Female,19,10819,48,Healthcare,6,7
5820,Female,78,10820,9,Artist,10,7
5821,Female,0,10821,28,Marketing,7,3
5822,Male,26,10822,21,Entertainment,6,1
5823,Female,2,10823,100,Entertainment,8,1
5824,Female,60,10824,55,Healthcare,7,2
5825,Female,67,10825,25,Artist,4,1
5826,Female,4,10826,40,Homemaker,4,5
5827,Male,7,10827,58,Engineer,8,1
5828,Male,28,10828,36,Artist,4,7
5829,Male,67,10829,75,Artist,0,7
5830,Female,30,10830,61,Executive,1,1
5831,Male,38,10831,39,Marketing,13,4
5832,Female,40,10832,34,Engineer,1,7
5833,Female,6,10833,83,Lawyer,1,7
5834,Female,3,10834,45,Executive,4,5
5835,Female,51,10835,60,Healthcare,7,6
5836,Male,63,10836,57,Healthcare,0,2
5837,Male,65,10837,8,Artist,0,7
5838,Male,44,10838,68,Doctor,1,3
5839,Female,90,10839,63,Healthcare,0,7
5840,Male,76,10840,49,Healthcare,1,6
5841,Female,62,10841,54,Healthcare,0,2
5842,Female,5,10842,69,Doctor,14,6
5843,Female,67,10843,38,Artist,12,2
5844,Female,38,10844,45,Healthcare,8,1
5845,Female,31,10845,21,Healthcare,9,7
5846,Male,2,10846,51,Entertainment,9,3
5847,Female,82,10847,38,Lawyer,5,7
5848,Female,66,10848,26,Healthcare,4,1
5849,Female,75,10849,32,Healthcare,8,1
5850,Male,69,10850,32,,7,2
5851,Female,62,10851,86,Healthcare,6,1
5852,Female,0,10852,41,Lawyer,7,1
5853,Female,11,10853,42,Executive,1,3
5854,Female,22,10854,23,Artist,1,3
5855,Male,76,10855,23,Lawyer,0,1
5856,Male,85,10856,46,Engineer,0,6
5857,Male,21,10857,16,Marketing,14,3
5858,Female,64,10858,48,Healthcare,1,4
5859,Male,94,10859,34,Healthcare,0,3
5860,Female,83,10860,22,Lawyer,4,4
5861,Female,93,10861,50,Marketing,0,3
5862,Female,12,10862,46,Artist,8,7
5863,Female,0,10863,10,Engineer,0,2
5864,Female,79,10864,9,Marketing,12,5
5865,Male,90,10865,49,Artist,5,6
5866,Female,45,10866,77,Doctor,0,2
5867,Female,82,10867,52,Marketing,8,7
5868,Female,57,10868,14,Healthcare,1,4
5869,Female,43,10869,6,Entertainment,1,2
5870,Male,63,10870,65,Engineer,6,2
5871,Female,62,10871,13,Artist,0,6
5872,Female,43,10872,80,Homemaker,9,4
5873,Female,34,10873,98,Healthcare,1,4
5874,Female,30,10874,22,Artist,2,2
5875,Male,97,10875,42,Entertainment,10,4
5876,Male,68,10876,37,Artist,0,4
5877,Male,16,10877,67,Artist,1,2
5878,Female,15,10878,86,Healthcare,9,7
5879,Male,25,10879,48,Executive,0,2
5880,Female,29,10880,24,Artist,6,4
5881,Female,85,10881,75,Artist,6,4
5882,Female,30,10882,38,Doctor,7,7
5883,Female,13,10883,92,Healthcare,0,4
5884,Female,88,10884,90,Executive,6,4
5885,Male,5,10885,65,Artist,9,2
5886,Female,95,10886,61,Artist,0,1
5887,Female,92,10887,66,Executive,5,2
5888,Female,63,10888,89,Engineer,1,2
5889,Female,75,10889,73,Marketing,1,5
5890,Male,67,10890,71,Artist,5,7
5891,Female,58,10891,48,Engineer,8,7
5892,Male,52,10892,31,Entertainment,8,3
5893,Female,85,10893,68,Artist,1,5
5894,Female,31,10894,89,Doctor,1,1
5895,Female,84,10895,60,Artist,10,6
5896,Female,93,10896,3,Marketing,10,2
5897,Male,18,10897,81,Lawyer,7,3
5898,Male,73,10898,39,Lawyer,10,1
5899,Male,3,10899,42,Healthcare,8,7
5900,Male,1,10900,17,Lawyer,7,3
5901,Male,53,10901,62,Doctor,4,2
5902,Female,75,10902,28,Artist,7,6
5903,Female,15,10903,37,,9,7
5904,Female,47,10904,57,Healthcare,6,6
5905,Female,66,10905,8,Healthcare,10,3
5906,Female,17,10906,100,Artist,8,4
5907,Female,1,10907,14,Artist,9,6
5908,Male,16,10908,50,Marketing,4,6
5909,Female,52,10909,94,Homemaker,8,7
5910,Male,21,10910,19,Artist,5,1
5911,Female,19,10911,46,Homemaker,7,2
5912,Female,29,10912,23,Engineer,7,6
5913,Female,40,10913,93,Artist,5,7
5914,Male,76,10914,41,Healthcare,1,2
5915,Male,91,10915,20,Engineer,0,4
5916,Female,24,10916,13,Artist,1,3
5917,Male,4,10917,60,Artist,9,1
5918,Male,90,10918,69,Artist,0,2
5919,Female,56,10919,65,Engineer,0,1
5920,Male,14,10920,17,Lawyer,1,3
5921,Male,52,10921,12,Artist,0,6
5922,Female,14,10922,3,Artist,1,3
5923,Male,30,10923,16,Artist,0,7
5924,Female,70,10924,60,Artist,8,5
5925,Male,14,10925,78,Healthcare,4,6
5926,Female,95,10926,97,Healthcare,0,6
5927,Male,25,10927,87,,0,3
5928,Female,95,10928,10,Entertainment,1,3
5929,Female,12,10929,97,Executive,1,3
5930,Male,82,10930,55,Entertainment,10,3
5931,Female,2,10931,81,Artist,1,6
5932,Male,51,10932,86,Engineer,1,1
5933,Male,63,10933,11,Healthcare,0,7
5934,Female,30,10934,6,Artist,1,3
5935,Female,68,10935,81,Artist,5,7
5936,Female,21,10936,1,Healthcare,0,6
5937,Female,99,10937,72,Entertainment,6,3
5938,Female,0,10938,73,Artist,9,5
5939,Female,80,10939,1,Entertainment,4,4
5940,Female,51,10940,29,Healthcare,0,2
5941,Male,18,10941,82,Artist,3,6
5942,Male,43,10942,17,Artist,3,3
5943,Female,29,10943,54,Lawyer,10,6
5944,Female,20,10944,8,Lawyer,1,1
5945,Female,39,10945,37,Artist,6,6
5946,Female,9,10946,69,Marketing,9,5
5947,Female,45,10947,39,Artist,9,4
5948,Female,65,10948,64,Artist,0,1
5949,Female,64,10949,52,Healthcare,0,4
5950,Female,81,10950,23,Entertainment,5,4
5951,Male,54,10951,24,Entertainment,0,7
5952,Female,32,10952,36,Artist,0,4
5953,Male,29,10953,71,Doctor,11,4
5954,Female,25,10954,93,Artist,0,2
5955,Male,5,10955,82,Entertainment,1,1
5956,Female,55,10956,49,Healthcare,8,2
5957,Male,12,10957,14,Healthcare,6,3
5958,Female,81,10958,48,Entertainment,9,6
5959,Male,87,10959,63,Engineer,4,4
5960,Male,12,10960,97,Artist,7,3
5961,Male,91,10961,4,Lawyer,7,1
5962,Female,63,10962,79,Artist,6,1
5963,Female,97,10963,54,Homemaker,8,7
5964,Male,89,10964,52,Healthcare,6,3
5965,Male,59,10965,56,Engineer,9,1
5966,Female,26,10966,2,Homemaker,5,4
5967,Female,5,10967,98,Doctor,5,1
5968,Male,32,10968,49,Healthcare,1,7
5969,Female,98,10969,41,Engineer,6,1
5970,Male,31,10970,30,Artist,3,6
5971,Female,59,10971,57,Artist,4,5
5972,Female,80,10972,34,Entertainment,0,2
5973,Female,12,10973,3,Marketing,1,2
5974,Male,80,10974,23,Engineer,0,2
5975,Male,59,10975,87,Entertainment,0,5
5976,Female,56,10976,17,Artist,1,2
5977,Male,18,10977,11,Doctor,1,3
5978,Female,66,10978,19,Artist,1,4
5979,Female,67,10979,62,Engineer,2,3
5980,Male,39,10980,51,Lawyer,0,7
5981,Male,23,10981,97,Healthcare,7,6
5982,Male,47,10982,61,Executive,1,6
5983,Female,41,10983,5,Homemaker,9,7
5984,Female,40,10984,23,Healthcare,0,5
5985,Male,36,10985,53,Artist,8,3
5986,Female,12,10986,40,Entertainment,1,2
5987,Female,60,10987,47,Entertainment,0,2
5988,Female,24,10988,84,Executive,3,5
5989,Female,17,10989,96,Artist,9,3
5990,Female,92,10990,51,Executive,1,3
5991,Male,32,10991,93,Artist,1,2
5992,Male,39,10992,24,Doctor,13,6
5993,Female,50,10993,53,Artist,9,2
5994,Female,85,10994,74,Engineer,0,4
5995,Male,65,10995,65,Healthcare,2,3
5996,Female,17,10996,36,Artist,4,3
5997,Female,31,10997,22,Entertainment,10,4
5998,Male,24,10998,95,Artist,11,3
5999,Male,97,10999,75,Entertainment,0,1
6000,Female,92,11000,11,Entertainment,0,4
6001,Female,80,11001,5,Artist,5,6
6002,Male,33,11002,45,Healthcare,2,5
6003,Male,8,11003,45,Lawyer,1,6
6004,Male,67,11004,3,Healthcare,4,4
6005,Female,8,11005,6,Artist,0,2
6006,Female,61,11006,60,Lawyer,0,6
6007,Male,83,11007,49,Artist,9,7
6008,Male,8,11008,98,Healthcare,8,6
6009,Male,69,11009,67,,0,5
6010,Male,14,11010,59,Entertainment,1,6
6011,Female,80,11011,62,Executive,0,4
6012,Female,85,11012,22,Artist,8,4
6013,Male,88,11013,56,Artist,1,5
6014,Female,76,11014,13,Executive,7,3
6015,Female,32,11015,60,Entertainment,4,4
6016,Female,99,11016,83,Entertainment,1,7
6017,Female,85,11017,39,Artist,2,5
6018,Female,25,11018,22,Lawyer,1,7
6019,Female,99,11019,94,Executive,1,5
6020,Male,41,11020,91,Healthcare,1,5
6021,Female,1,11021,59,Artist,2,2
6022,Female,45,11022,51,Healthcare,1,3
6023,Male,55,11023,82,Healthcare,0,5
6024,Female,20,11024,25,Marketing,0,3
6025,Female,33,11025,31,Artist,1,2
6026,Male,92,11026,75,Entertainment,1,5
6027,Male,93,11027,52,Engineer,0,4
6028,Male,60,11028,38,Artist,5,2
6029,Male,38,11029,17,Doctor,3,2
6030,Male,15,11030,87,Artist,2,5
6031,Male,74,11031,16,Artist,1,5
6032,Female,47,11032,76,Executive,0,1
6033,Female,96,11033,81,Doctor,9,5
6034,Male,97,11034,65,Healthcare,4,5
6035,Female,35,11035,51,Healthcare,1,4
6036,Female,19,11036,38,Marketing,0,3
6037,Male,60,11037,98,Engineer,1,6
6038,Male,37,11038,53,Entertainment,11,3
6039,Female,49,11039,77,Artist,1,7
6040,Female,1,11040,80,Entertainment,8,5
6041,Male,43,11041,38,Artist,1,4
6042,Female,46,11042,50,Artist,1,6
6043,Female,65,11043,87,Artist,6,3
6044,Male,75,11044,27,Healthcare,6,7
6045,Male,40,11045,39,Entertainment,5,6
6046,Male,28,11046,31,Engineer,1,4
6047,Female,78,11047,44,Doctor,0,3
6048,Female,22,11048,49,Artist,9,5
6049,Male,6,11049,83,Entertainment,1,3
6050,Male,46,11050,1,Entertainment,0,6
6051,Male,17,11051,84,Doctor,1,3
6052,Female,46,11052,37,Entertainment,1,2
6053,Female,72,11053,99,Artist,7,4
6054,Female,38,11054,66,Artist,8,6
6055,Female,50,11055,56,Artist,1,1
6056,Male,47,11056,81,Healthcare,1,2
6057,Female,72,11057,21,Homemaker,8,4
6058,Male,8,11058,57,Doctor,1,6
6059,Female,34,11059,24,Artist,0,4
6060,Female,53,11060,82,Healthcare,0,6
6061,Female,82,11061,88,Executive,0,1
6062,Male,63,11062,40,Artist,9,6
6063,Female,58,11063,37,Doctor,9,4
6064,Male,23,11064,21,Marketing,1,1
6065,Female,80,11065,30,Artist,1,6
6066,Male,45,11066,45,Doctor,1,4
6067,Female,30,11067,46,,1,4
6068,Female,84,11068,12,Artist,0,7
6069,Male,45,11069,87,Artist,4,4
6070,Male,85,11070,18,Entertainment,1,3
6071,Male,23,11071,87,Artist,1,4
6072,Male,79,11072,75,Healthcare,1,7
6073,Male,47,11073,72,Entertainment,1,5
6074,Female,93,11074,71,Doctor,0,3
6075,Female,95,11075,81,Entertainment,2,5
6076,Male,44,11076,70,Entertainment,1,6
6077,Male,95,11077,66,Entertainment,0,1
6078,Male,28,11078,45,Engineer,8,4
6079,Male,91,11079,95,Engineer,0,5
6080,Female,81,11080,1,Engineer,9,5
6081,Female,90,11081,16,Artist,8,7
6082,Male,79,11082,77,Entertainment,0,4
6083,Female,6,11083,28,Artist,1,1
6084,Female,38,11084,24,Lawyer,1,1
6085,Male,87,11085,15,Healthcare,8,1
6086,Female,93,11086,13,Engineer,1,7
6087,Male,44,11087,84,Engineer,0,3
6088,Female,10,11088,78,,0,3
6089,Female,84,11089,27,Artist,0,3
6090,Female,7,11090,94,Executive,3,4
6091,Female,41,11091,86,Artist,0,6
6092,Male,87,11092,3,,7,5
6093,Female,33,11093,55,Artist,0,2
6094,Female,34,11094,62,Healthcare,1,2
6095,Female,53,11095,56,Healthcare,10,2
6096,Female,47,11096,57,Healthcare,0,3
6097,Male,53,11097,3,Doctor,1,6
6098,Male,92,11098,4,Artist,1,1
6099,Male,89,11099,59,Artist,12,7
6100,Female,27,11100,54,Entertainment,0,4
6101,Male,70,11101,41,Entertainment,9,3
6102,Female,86,11102,57,Engineer,5,6
6103,Female,99,11103,50,Entertainment,1,2
6104,Female,96,11104,84,Entertainment,2,7
6105,Female,65,11105,55,Artist,1,5
6106,Female,82,11106,34,Executive,0,5
6107,Male,36,11107,85,Engineer,6,7
6108,Female,30,11108,46,Lawyer,0,6
6109,Female,96,11109,56,Healthcare,0,5
6110,Female,69,11110,30,Engineer,9,7
6111,Female,34,11111,14,Healthcare,0,6
6112,Male,74,11112,25,Artist,4,1
6113,Male,97,11113,93,Lawyer,1,5
6114,Male,56,11114,49,Engineer,0,7
6115,Female,30,11115,44,Artist,0,1
6116,Male,13,11116,49,Executive,1,3
6117,Female,95,11117,16,Engineer,11,5
6118,Female,2,11118,42,Executive,1,7
6119,Female,78,11119,43,Executive,9,4
6120,Female,54,11120,12,Entertainment,1,2
6121,Female,85,11121,26,Healthcare,7,4
6122,Male,13,11122,71,Artist,1,2
6123,Female,85,11123,99,Artist,8,2
6124,Female,41,11124,97,Artist,1,4
6125,Female,25,11125,57,Marketing,2,4
6126,Female,74,11126,41,Artist,5,1
6127,Male,8,11127,55,Healthcare,0,6
6128,Male,62,11128,32,Artist,10,6
6129,Male,52,11129,10,Artist,1,6
6130,Female,36,11130,56,Healthcare,5,2
6131,Male,11,11131,24,Lawyer,0,3
6132,Female,84,11132,83,Artist,1,3
6133,Female,99,11133,99,Lawyer,0,5
6134,Female,51,11134,27,Artist,0,6
6135,Female,57,11135,52,Artist,1,7
6136,Male,92,11136,42,Healthcare,6,2
6137,Male,29,11137,100,Entertainment,7,3
6138,Male,62,11138,49,Entertainment,1,4
6139,Female,43,11139,90,Entertainment,0,4
6140,Male,72,11140,26,Marketing,0,1
6141,Female,28,11141,88,Artist,6,3
6142,Female,57,11142,3,Executive,5,4
6143,Female,86,11143,91,Lawyer,9,6
6144,Female,26,11144,7,Lawyer,1,6
6145,Female,13,11145,40,Marketing,9,3
6146,Male,1,11146,68,Artist,1,5
6147,Female,89,11147,64,Homemaker,2,3
6148,Female,91,11148,96,Healthcare,0,5
6149,Female,67,11149,63,Marketing,1,7
6150,Male,63,11150,51,Lawyer,0,4
6151,Female,90,11151,62,Healthcare,0,6
6152,Female,87,11152,97,Executive,1,6
6153,Female,89,11153,55,Healthcare,1,2
6154,Female,34,11154,60,Artist,0,6
6155,Male,89,11155,82,Healthcare,0,3
6156,Male,31,11156,24,Engineer,1,6
6157,Male,55,11157,93,Doctor,2,3
6158,Female,3,11158,4,Healthcare,9,2
6159,Male,64,11159,84,Healthcare,3,1
6160,Female,1,11160,97,Doctor,0,3
6161,Female,20,11161,21,Healthcare,7,4
6162,Female,18,11162,29,Artist,7,4
6163,Female,83,11163,20,Healthcare,4,6
6164,Female,21,11164,3,Healthcare,1,1
6165,Male,19,11165,18,Artist,4,1
6166,Female,74,11166,48,Artist,9,6
6167,Female,44,11167,54,Artist,0,1
6168,Female,52,11168,19,Artist,5,2
6169,Female,14,11169,30,Engineer,1,6
6170,Male,10,11170,66,Entertainment,1,5
6171,Female,80,11171,50,Lawyer,1,2
6172,Female,82,11172,84,Executive,0,2
6173,Female,32,11173,75,Artist,6,3
6174,Female,16,11174,83,Artist,4,1
6175,Male,61,11175,23,Executive,0,6
6176,Male,57,11176,23,Artist,0,1
6177,Male,95,11177,45,Engineer,1,2
6178,Female,38,11178,98,Artist,8,3
6179,Male,70,11179,38,Lawyer,1,6
6180,Female,40,11180,91,Artist,5,2
6181,Female,92,11181,32,Executive,1,6
6182,Female,73,11182,18,Entertainment,8,7
6183,Female,62,11183,14,Healthcare,0,1
6184,Female,12,11184,78,Doctor,11,6
6185,Male,65,11185,93,Healthcare,1,7
6186,Female,88,11186,81,Artist,2,2
6187,Female,55,11187,54,Entertainment,1,6
6188,Female,99,11188,14,,2,5
6189,Female,20,11189,32,Entertainment,1,5
6190,Male,97,11190,32,Artist,7,4
6191,Female,93,11191,43,Artist,9,6
6192,Male,84,11192,83,Artist,6,2
6193,Female,16,11193,76,Executive,2,6
6194,Female,10,11194,57,Doctor,4,7
6195,Female,59,11195,38,Doctor,1,2
6196,Female,54,11196,35,Entertainment,0,5
6197,Male,82,11197,47,Artist,1,4
6198,Male,83,11198,53,Artist,1,6
6199,Male,87,11199,10,Executive,9,4
6200,Male,1,11200,47,Artist,0,1
6201,Male,89,11201,5,Healthcare,6,1
6202,Female,32,11202,49,Artist,0,2
6203,Female,1,11203,69,Entertainment,0,3
6204,Female,54,11204,66,Doctor,12,5
6205,Female,56,11205,76,Healthcare,0,6
6206,Female,31,11206,81,Executive,4,7
6207,Female,26,11207,33,Healthcare,0,5
6208,Male,7,11208,65,Doctor,1,3
6209,Female,60,11209,9,Artist,1,2
6210,Male,92,11210,74,Artist,8,5
6211,Female,93,11211,41,Artist,1,5
6212,Female,8,11212,79,Healthcare,0,1
6213,Female,81,11213,81,Lawyer,0,6
6214,Male,21,11214,22,Entertainment,4,2
6215,Male,96,11215,12,Artist,0,7
6216,Female,78,11216,81,Artist,3,3
6217,Male,86,11217,63,Artist,1,2
6218,Male,1,11218,55,Healthcare,1,1
6219,Female,62,11219,44,Artist,1,6
6220,Male,68,11220,6,Lawyer,1,3
6221,Male,70,11221,76,Artist,0,4
6222,Female,21,11222,8,Healthcare,0,4
6223,Male,74,11223,18,,8,5
6224,Female,62,11224,66,Executive,0,2
6225,Male,22,11225,45,Homemaker,0,3
6226,Female,87,11226,45,Entertainment,14,2
6227,Male,44,11227,42,Healthcare,9,5
6228,Female,27,11228,52,Engineer,8,6
6229,Female,95,11229,46,Artist,4,6
6230,Male,89,11230,47,Artist,9,2
6231,Female,41,11231,13,Healthcare,1,3
6232,Male,41,11232,49,Doctor,14,5
6233,Male,21,11233,21,Entertainment,11,7
6234,Female,59,11234,98,Artist,1,1
6235,Female,64,11235,67,Healthcare,1,7
6236,Female,38,11236,82,Marketing,0,4
6237,Female,70,11237,23,Executive,4,3
6238,Female,25,11238,73,Executive,1,5
6239,Female,3,11239,59,Homemaker,3,1
6240,Female,70,11240,8,Marketing,1,4
6241,Male,29,11241,78,Doctor,9,5
6242,Male,88,11242,13,Artist,3,3
6243,Female,20,11243,18,Healthcare,1,3
6244,Female,58,11244,44,Engineer,0,6
6245,Female,70,11245,94,Engineer,0,5
6246,Female,44,11246,81,Lawyer,1,5
6247,Female,87,11247,83,Doctor,0,3
6248,Female,0,11248,63,Entertainment,0,7
6249,Female,96,11249,4,Artist,9,6
6250,Female,75,11250,33,Doctor,9,4
6251,Male,14,11251,69,Executive,0,1
6252,Female,8,11252,86,Entertainment,1,1
6253,Male,58,11253,75,Doctor,0,3
6254,Female,5,11254,47,Engineer,0,6
6255,Male,70,11255,23,Engineer,0,5
6256,Female,49,11256,72,Healthcare,3,3
6257,Male,60,11257,20,Engineer,0,5
6258,Female,25,11258,48,Lawyer,1,5
6259,Male,47,11259,17,Artist,0,3
6260,Male,53,11260,62,Homemaker,12,7
6261,Male,24,11261,61,Healthcare,1,5
6262,Female,46,11262,3,Homemaker,9,2
6263,Female,70,11263,31,Lawyer,1,1
6264,Male,53,11264,10,Artist,14,3
6265,Male,63,11265,47,Lawyer,0,5
6266,Female,24,11266,44,Artist,1,6
6267,Female,5,11267,49,Entertainment,1,3
6268,Male,7,11268,50,Artist,8,7
